,app_number,patent_number,blocked_app,date,blocking_type
1527,"09/640,515",6665521,11832103,2011-03-15,103a
1528,"09/640,515",6665521,11557426,2012-03-01,103a
1529,"09/640,515",6665521,12265897,2012-08-15,103a
1530,"09/590,928",6647061,10975244,2011-08-18,103a
1531,"09/590,928",6647061,10975244,2011-08-18,103a
1532,"09/590,928",6647061,11226590,2011-01-07,102b
1533,"09/590,928",6647061,11693694,2011-11-16,103a
1534,"09/590,928",6647061,10975244,2011-03-03,103a
1535,"09/590,928",6647061,10975244,2011-03-03,103a
1536,"09/590,928",6647061,11226590,2011-03-29,103a
1537,"09/590,928",6647061,12087464,2012-04-03,102e
1538,"09/590,928",6647061,11789795,2012-03-27,102b
1539,"10/401,200",7330174,12337515,2011-07-20,103a
1540,"10/401,200",7330174,12337515,2011-07-20,103a
1541,"10/401,200",7330174,12337515,2011-03-17,103a
1542,"10/401,200",7330174,12337515,2011-03-17,103a
1543,"09/473,871",6880170,12576502,2011-10-24,103a
1544,"11/764,236",8412209,12740365,2014-05-22,103a
1545,"09/618,399",6387559,12809826,2012-03-15,102b
1546,"09/618,399",6387559,12809826,2012-03-15,103a
1547,"09/618,399",6387559,12809826,2012-03-15,103a
1548,"09/618,399",6387559,12809826,2012-08-23,102b
1549,"09/618,399",6387559,12809826,2012-08-23,103a
1550,"09/618,399",6387559,12809826,2012-08-23,103a
1551,"09/618,399",6387559,12809826,2012-08-23,102b
1552,"09/618,399",6387559,12809826,2012-08-23,103a
1553,"09/510,872",6242979,11262079,2012-03-26,103a
1554,"12/189,928",7945255,13146927,2013-04-17,103a
1555,"09/032,007",6161018,12027524,2011-04-19,103a
1556,"09/032,007",6161018,12027524,2011-09-27,103a
1557,"90/010,890",5764899,09783726,2011-11-09,103a
1558,"90/010,890",5764899,09783726,2011-11-09,103a
1559,"90/010,890",5764899,09783726,2011-03-16,119a
1560,"90/010,890",5764899,09783726,2011-03-16,103a
1561,"90/010,890",5764899,09783726,2011-03-16,103a
1562,"90/010,890",5764899,12039842,2011-01-25,119a
1563,"90/010,890",5764899,09783726,2011-08-23,103a
1564,"90/010,890",5764899,09783726,2011-08-23,103a
1565,"90/010,890",5764899,13571277,2012-10-02,103a
1566,"90/010,890",5764899,09783726,2012-04-13,103a
1567,"90/010,890",5764899,09783726,2012-04-13,103a
1568,"90/010,890",5764899,09783726,2013-05-29,103a
1569,"90/010,890",5764899,09783726,2013-05-29,103a
1570,"90/009,286",5764899,09783726,2011-11-09,103a
1571,"90/009,286",5764899,09783726,2011-11-09,103a
1572,"90/009,286",5764899,09783726,2011-03-16,119a
1573,"90/009,286",5764899,09783726,2011-03-16,103a
1574,"90/009,286",5764899,09783726,2011-03-16,103a
1575,"90/009,286",5764899,12039842,2011-01-25,119a
1576,"90/009,286",5764899,09783726,2011-08-23,103a
1577,"90/009,286",5764899,09783726,2011-08-23,103a
1578,"90/009,286",5764899,13571277,2012-10-02,103a
1579,"90/009,286",5764899,09783726,2012-04-13,103a
1580,"90/009,286",5764899,09783726,2012-04-13,103a
1581,"90/009,286",5764899,09783726,2013-05-29,103a
1582,"90/009,286",5764899,09783726,2013-05-29,103a
1583,"08/574,737",5764899,09783726,2011-11-09,103a
1584,"08/574,737",5764899,09783726,2011-11-09,103a
1585,"08/574,737",5764899,09783726,2011-03-16,119a
1586,"08/574,737",5764899,09783726,2011-03-16,103a
1587,"08/574,737",5764899,09783726,2011-03-16,103a
1588,"08/574,737",5764899,12039842,2011-01-25,119a
1589,"08/574,737",5764899,09783726,2011-08-23,103a
1590,"08/574,737",5764899,09783726,2011-08-23,103a
1591,"08/574,737",5764899,13571277,2012-10-02,103a
1592,"08/574,737",5764899,09783726,2012-04-13,103a
1593,"08/574,737",5764899,09783726,2012-04-13,103a
1594,"08/574,737",5764899,09783726,2013-05-29,103a
1595,"08/574,737",5764899,09783726,2013-05-29,103a
1596,"12/365,166",7940740,12365703,2011-08-03,102
1597,"12/365,166",7940740,13153293,2011-07-12,103a
1598,"12/365,166",7940740,12829534,2012-12-07,103a
1599,"12/365,166",7940740,13331987,2012-11-08,102e
1600,"12/365,166",7940740,13040109,2012-01-06,119
1601,"12/365,166",7940740,12712642,2012-07-19,103a
1602,"12/365,166",7940740,12815865,2012-10-09,102e
1603,"12/365,166",7940740,12815865,2012-10-09,103a
1604,"12/365,166",7940740,12829534,2012-03-28,103a
1605,"12/365,166",7940740,13255236,2013-03-07,103a
1606,"12/365,166",7940740,13085373,2013-06-03,103a
1607,"08/977,913",6195342,12302184,2011-08-05,102e
1608,"08/977,913",6195342,12071528,2011-03-16,102b
1609,"10/448,555",7277453,10593987,2011-02-14,103a
1610,"10/448,555",7277453,10593987,2011-02-14,103a
1611,"10/448,555",7277453,10593987,2011-02-14,103a
1612,"10/448,555",7277453,10593987,2011-02-14,103a
1613,"10/448,555",7277453,10593987,2011-02-14,103a
1614,"10/448,555",7277453,12353697,2011-09-30,103a
1615,"10/448,555",7277453,10593987,2011-11-07,103a
1616,"10/448,555",7277453,10593987,2011-11-07,103a
1617,"10/448,555",7277453,10593987,2011-11-07,103a
1618,"10/448,555",7277453,10593987,2011-11-07,103a
1619,"10/448,555",7277453,10593987,2011-11-07,103a
1620,"10/448,555",7277453,10593987,2011-06-06,103a
1621,"10/448,555",7277453,10593987,2011-06-06,103a
1622,"10/448,555",7277453,10593987,2011-06-06,103a
1623,"10/448,555",7277453,10593987,2011-06-06,103a
1624,"10/448,555",7277453,10593987,2011-06-06,103a
1625,"09/619,232",6465119,12129626,2011-03-29,102
1626,"09/619,232",6465119,12983969,2012-07-05,103a
1627,"09/619,232",6465119,12983969,2012-01-26,103
1628,"09/619,232",6465119,12983969,2012-01-26,103a
1629,"09/619,232",6465119,12530717,2014-03-28,103a
1630,"09/619,232",6465119,12530717,2014-03-28,103a
1631,"09/619,232",6465119,12530717,2014-03-28,103a
1632,"09/504,152",6429811,13237550,2012-11-01,102e
1633,"09/469,868",6694149,12393159,2011-10-25,102b
1634,"09/469,868",6694149,12393159,2011-10-25,103a
1635,"10/647,776",6907019,11432897,2011-03-10,103a
1636,"10/647,776",6907019,11432897,2011-10-27,103a
1637,"10/661,860",7173606,11856435,2011-04-22,103a
1638,"10/661,860",7173606,11856435,2011-09-27,103a
1639,"09/384,493",6211819,11833962,2011-11-17,103a
1640,"09/384,493",6211819,11833962,2012-07-05,103a
1641,"08/817,043",6212382,11848711,2011-05-24,103a
1642,"08/817,043",6212382,12908639,2012-04-16,103a
1643,"09/145,091",6128763,13156098,2012-10-22,102b
1644,"10/689,488",7079872,12482543,2011-06-08,103a
1645,"08/654,488",5627931,12805952,2012-10-01,102b
1646,"08/654,488",5627931,12805952,2012-10-01,102b
1647,"11/404,326",7680118,12701992,2012-07-05,102b
1648,"11/404,326",7680118,12948567,2013-01-29,103a
1649,"11/404,326",7680118,12948567,2013-05-30,103a
1650,"09/706,283",6660427,13031716,2012-08-14,102b
1651,"09/706,283",6660427,13031716,2012-12-03,102b
1652,"10/222,317",6741554,12545181,2011-08-08,103a
1653,"10/222,317",6741554,12545181,2011-03-22,102b
1654,"08/808,275",6016312,12183275,2011-07-25,103
1655,"08/633,636",5838740,12036855,2011-02-03,103a
1656,"08/633,636",5838740,12933416,2012-12-27,103a
1657,"08/633,636",5838740,13346628,2012-07-25,102b
1658,"08/633,636",5838740,12702895,2012-10-11,103a
1659,"08/633,636",5838740,13346628,2013-03-13,102b
1660,"09/706,558",6600928,11530675,2011-02-14,103a
1661,"09/706,558",6600928,10993472,2011-03-14,103a
1662,"09/706,558",6600928,10993472,2011-03-14,103a
1663,"10/324,437",7117009,12400240,2011-10-03,103a
1664,"10/324,437",7117009,12400240,2011-10-03,103a
1665,"10/324,437",7117009,13452235,2012-08-02,103a
1666,"10/324,437",7117009,13452235,2012-08-02,103a
1667,"10/324,437",7117009,11742054,2013-12-03,103
1668,"10/324,437",7117009,11742054,2013-12-03,103a
1669,"09/629,633",6453160,11635804,2011-07-21,103a
1670,"09/629,633",6453160,11635804,2011-07-21,103a
1671,"08/625,409",5699365,12097576,2011-05-25,103
1672,"08/625,409",5699365,12029282,2011-10-27,102b
1673,"08/625,409",5699365,12097576,2011-11-08,103
1674,"08/691,764",5729219,11869985,2011-02-01,103a
1675,"08/691,764",5729219,11869985,2011-02-01,103a
1676,"08/691,764",5729219,11620424,2011-04-26,103a
1677,"08/691,764",5729219,12503314,2011-09-29,102b
1678,"08/691,764",5729219,12729689,2012-07-02,103a
1679,"08/691,764",5729219,12729689,2012-07-02,103a
1680,"08/691,764",5729219,12503314,2012-03-21,103a
1681,"09/086,396",6415252,11830548,2011-08-25,103a
1682,"11/537,251",7787870,12849495,2012-09-11,103a
1683,"10/870,558",7453831,11718006,2011-06-27,103a
1684,"10/870,558",7453831,11718006,2011-02-03,103a
1685,"10/298,097",6724170,10790627,2011-07-06,103a
1686,"10/298,097",6724170,10790627,2011-07-06,103a
1687,"10/298,097",6724170,10790627,2011-02-28,103a
1688,"10/298,097",6724170,10790627,2011-02-28,103a
1689,"10/298,097",6724170,10790627,2011-02-28,103a
1690,"10/623,750",7010657,11649258,2014-05-13,103a
1691,"10/623,750",7010657,11649258,2014-12-24,103a
1692,"10/623,750",7010657,11649258,2014-02-05,103a
1693,"10/623,750",7010657,11649258,2014-09-04,103a
1694,"10/331,301",7099684,13007068,2012-09-24,103a
1695,"10/331,301",7099684,13007068,2012-09-24,103a
1696,"10/331,301",7099684,13007068,2012-09-24,103a
1697,"10/331,301",7099684,13007068,2012-04-26,103a
1698,"10/331,301",7099684,13007068,2012-04-26,103a
1699,"10/331,301",7099684,13007068,2012-04-26,103a
1700,"10/940,180",7340221,12906052,2011-05-05,103a
1701,"11/727,217",7499689,12461661,2011-05-27,103a
1702,"09/196,996",6570861,12047590,2011-05-19,103a
1703,"09/196,996",6570861,12047590,2011-01-12,103a
1704,"09/196,996",6570861,11444657,2011-02-18,103a
1705,"09/106,596",6185433,09734852,2011-05-09,103a
1706,"09/106,596",6185433,09734852,2011-05-09,103a
1707,"09/106,596",6185433,09734852,2011-05-09,103a
1708,"09/106,596",6185433,09734852,2011-05-09,103a
1709,"09/106,596",6185433,09734852,2011-05-09,103a
1710,"09/106,596",6185433,09734852,2011-05-09,103a
1711,"09/106,596",6185433,09734852,2011-05-09,103a
1712,"09/106,596",6185433,09734852,2011-05-09,103a
1713,"09/301,679",6469997,11359503,2011-10-17,103a
1714,"09/301,679",6469997,11359503,2011-02-17,103a
1715,"09/685,702",6430228,11590398,2011-09-06,103a
1716,"09/685,702",6430228,11590398,2011-09-06,103a
1717,"09/685,702",6430228,11590398,2011-09-06,103a
1718,"09/685,702",6430228,11590398,2011-09-06,103a
1719,"09/685,702",6430228,11590398,2011-03-18,103a
1720,"09/685,702",6430228,11590398,2011-03-18,103a
1721,"09/685,702",6430228,11590398,2011-03-18,103a
1722,"09/685,702",6430228,11590398,2012-02-15,103a
1723,"09/685,702",6430228,11590398,2012-02-15,103a
1724,"09/685,702",6430228,11590398,2012-02-15,103a
1725,"09/685,702",6430228,11590398,2012-02-15,103a
1726,"10/036,553",6744740,10795251,2011-04-15,103
1727,"10/036,553",6744740,12415523,2011-01-11,112
1728,"10/036,553",6744740,11936774,2011-03-03,103a
1729,"10/036,553",6744740,11750028,2011-10-17,103a
1730,"10/036,553",6744740,12101333,2011-06-07,103a
1731,"10/036,553",6744740,12101333,2011-06-07,103a
1732,"10/036,553",6744740,12101333,2011-06-07,103a
1733,"10/036,553",6744740,12101333,2011-06-07,103a
1734,"10/036,553",6744740,11750028,2011-04-29,103a
1735,"10/036,553",6744740,11470812,2011-09-26,103a
1736,"10/036,553",6744740,12101333,2011-01-24,103a
1737,"10/036,553",6744740,12101333,2011-01-24,103a
1738,"10/036,553",6744740,12101333,2011-01-24,103a
1739,"10/036,553",6744740,11470812,2011-04-11,103a
1740,"10/036,553",6744740,11470812,2012-07-11,103a
1741,"10/422,376",7310423,12307391,2011-04-22,103a
1742,"10/789,528",7492753,13356547,2012-11-29,103a
1743,"10/789,528",7492753,13356547,2012-11-29,103a
1744,"10/326,767",6909761,11926327,2011-04-19,103a
1745,"10/326,767",6909761,12901003,2012-09-20,102b
1746,"09/664,294",7213062,11499182,2011-05-25,103a
1747,"09/664,294",7213062,13255328,2013-04-10,102
1748,"09/365,726",6526581,10676429,2011-10-03,103a
1749,"09/365,726",6526581,10676429,2011-10-03,103a
1750,"09/365,726",6526581,12168425,2011-03-09,102e
1751,"09/365,726",6526581,12168425,2011-03-09,103a
1752,"09/365,726",6526581,12168425,2011-03-09,103a
1753,"09/365,726",6526581,12168425,2011-03-09,103a
1754,"09/365,726",6526581,12168425,2011-03-09,103a
1755,"09/365,726",6526581,12168425,2011-03-09,103a
1756,"09/365,726",6526581,12168425,2011-03-09,103a
1757,"09/365,726",6526581,12168425,2011-03-09,103a
1758,"09/365,726",6526581,12168425,2011-03-09,103a
1759,"09/365,726",6526581,12168425,2011-03-09,103a
1760,"09/365,726",6526581,11969870,2011-03-29,103a
1761,"09/365,726",6526581,11969870,2011-03-29,103a
1762,"09/365,726",6526581,11969870,2011-03-29,103a
1763,"09/365,726",6526581,11969870,2011-03-29,103a
1764,"09/365,726",6526581,11969870,2011-03-29,103a
1765,"09/365,726",6526581,11969870,2011-03-29,103a
1766,"09/365,726",6526581,11969870,2011-03-29,103a
1767,"09/365,726",6526581,10676429,2011-03-03,103a
1768,"09/365,726",6526581,10676429,2011-03-03,103a
1769,"09/365,726",6526581,11636998,2011-10-25,103a
1770,"09/365,726",6526581,13015695,2012-01-18,103a
1771,"09/365,726",6526581,13015695,2012-06-20,103a
1772,"09/365,726",6526581,10676429,2012-02-13,103a
1773,"09/365,726",6526581,10676429,2012-02-13,103a
1774,"10/022,964",6671525,11621957,2011-09-23,103a
1775,"10/022,964",6671525,11621957,2011-04-19,103a
1776,"10/022,964",6671525,12683522,2012-03-22,103a
1777,"09/665,726",6728531,12484300,2011-09-01,103a
1778,"09/665,726",6728531,11624552,2011-01-21,103a
1779,"09/665,726",6728531,11624552,2011-01-21,103a
1780,"09/665,726",6728531,09988241,2011-02-11,103a
1781,"10/615,151",7016475,11631611,2011-11-29,132a
1782,"08/727,352",5665265,12180509,2011-04-14,103a
1783,"08/727,352",5665265,12180509,2012-03-13,103a
1784,"11/564,399",7729433,12630627,2011-03-16,102e
1785,"09/574,862",6807563,11378163,2011-01-07,101
1786,"09/574,862",6807563,11854301,2011-05-16,102
1787,"09/574,862",6807563,11854301,2011-11-25,103a
1788,"08/598,779",5637418,13050378,2013-01-10,103a
1789,"10/008,720",6643541,12085657,2011-08-02,103a
1790,"10/008,720",6643541,12935000,2012-10-02,103a
1791,"09/443,538",6519239,12025683,2011-04-25,103a
1792,"09/443,538",6519239,12025683,2011-04-25,103a
1793,"09/443,538",6519239,12130069,2011-03-24,102b
1794,"09/443,538",6519239,12130069,2011-07-21,102b
1795,"09/443,538",6519239,12025683,2011-10-17,103a
1796,"09/443,538",6519239,12025683,2011-10-17,103a
1797,"09/138,183",6091969,12904900,2012-05-10,103a
1798,"10/291,305",6762723,12325366,2011-02-02,103a
1799,"09/061,645",5974085,12953604,2011-05-11,103a
1800,"09/311,450",6072790,11255270,2012-12-20,103a
1801,"09/311,450",6072790,11255270,2013-06-20,103
1802,"10/027,426",6996172,11777918,2011-12-19,101
1803,"11/018,271",7509259,11460075,2011-02-15,103a
1804,"09/359,280",6438360,11876037,2011-02-04,103a
1805,"09/359,280",6438360,11876037,2011-07-21,103a
1806,"09/561,319",6731940,12574242,2011-03-30,103a
1807,"09/561,319",6731940,12574242,2011-09-15,103a
1808,"11/027,869",7817718,11520709,2011-02-10,103a
1809,"11/027,869",7817718,11520709,2011-02-10,103a
1810,"11/027,869",7817718,11520709,2011-02-10,103a
1811,"11/027,869",7817718,11520709,2011-02-10,103a
1812,"11/027,869",7817718,11520709,2011-07-28,103a
1813,"11/027,869",7817718,11520709,2011-07-28,103a
1814,"11/027,869",7817718,11520709,2011-07-28,103a
1815,"11/027,869",7817718,11520709,2011-07-28,103a
1816,"11/027,869",7817718,12907656,2011-11-28,112
1817,"08/753,231",5963876,11833733,2011-09-14,103a
1818,"10/308,797",7234119,12356551,2011-03-01,103a
1819,"10/280,903",6807317,12735329,2012-08-02,103a
1820,"10/280,903",6807317,12735329,2012-08-02,103a
1821,"10/280,903",6807317,12735329,2012-08-02,103a
1822,"10/280,903",6807317,12735329,2012-08-02,103a
1823,"10/280,903",6807317,12735329,2013-07-25,103a
1824,"10/280,903",6807317,12735329,2013-07-25,103a
1825,"10/280,903",6807317,12735329,2013-01-09,103a
1826,"10/280,903",6807317,12735329,2013-01-09,103a
1827,"10/280,903",6807317,12735329,2012-08-02,103a
1828,"10/280,903",6807317,12735329,2012-08-02,103a
1829,"10/280,903",6807317,12735329,2012-08-02,103a
1830,"10/280,903",6807317,12735329,2012-08-02,103a
1831,"10/280,903",6807317,12735329,2013-07-25,103a
1832,"10/280,903",6807317,12735329,2013-07-25,103a
1833,"10/280,903",6807317,12735329,2013-01-09,103a
1834,"10/280,903",6807317,12735329,2013-01-09,103a
1835,"08/960,814",6052064,12741744,2012-12-28,103
1836,"09/971,430",6665283,10321308,2011-06-08,103a
1837,"09/971,430",6665283,10321308,2012-11-13,103a
1838,"09/971,430",6665283,10321308,2012-02-29,103a
1839,"09/971,430",6665283,10321308,2012-06-18,103a
1840,"09/050,297",5999138,11749596,2011-05-06,103a
1841,"10/331,697",7106358,12907244,2012-11-09,103a
1842,"10/331,697",7106358,12907244,2012-11-09,103a
1843,"10/024,890",7047005,12156544,2011-02-16,103a
1844,"09/676,904",6529746,11832590,2011-01-05,103a
1845,"09/676,904",6529746,11832590,2011-11-30,103a
1846,"09/676,904",6529746,11832858,2011-01-04,103a
1847,"09/676,904",6529746,11832590,2011-08-17,103a
1848,"11/027,110",7769087,12951732,2012-04-03,119
1849,"11/027,110",7769087,12951732,2013-02-26,119a
1850,"10/695,009",7505764,11578206,2012-07-17,103a
1851,"10/175,666",6725021,12726817,2012-03-29,103a
1852,"11/375,217",7504936,11834058,2011-03-08,103a
1853,"11/375,217",7504936,11834058,2011-09-21,103a
1854,"11/242,506",7398453,12043348,2011-10-18,103a
1855,"12/259,385",7957772,12705736,2011-10-28,103
1856,"10/744,762",7026789,12478097,2011-07-08,103a
1857,"10/744,762",7026789,11971835,2011-05-26,103a
1858,"12/724,188",8270359,13100801,2013-08-14,103a
1859,"12/724,188",8270359,13100801,2013-04-26,103a
1860,"12/724,188",8270359,12825179,2013-02-25,103a
1861,"10/124,381",6704046,12469524,2011-07-01,103a
1862,"10/124,381",6704046,12469524,2011-07-01,103a
1863,"10/124,381",6704046,12469524,2011-07-01,103a
1864,"09/613,804",6766353,12054664,2011-10-06,103a
1865,"09/613,804",6766353,12394724,2011-07-20,103
1866,"09/613,804",6766353,12394724,2012-01-19,103a
1867,"09/613,804",6766353,11651801,2012-01-12,119
1868,"09/613,804",6766353,11651801,2012-01-12,103a
1869,"09/613,804",6766353,11651801,2012-01-12,103a
1870,"09/613,804",6766353,11651801,2012-01-12,103a
1871,"09/613,804",6766353,13413173,2012-05-11,103a
1872,"09/613,804",6766353,13413173,2012-05-11,103a
1873,"09/613,804",6766353,11592309,2012-09-12,103a
1874,"09/613,804",6766353,12397757,2012-06-12,103a
1875,"09/613,804",6766353,13413173,2012-11-30,103a
1876,"09/613,804",6766353,13413173,2012-11-30,103a
1877,"09/613,804",6766353,13413173,2012-11-30,103a
1878,"09/254,671",6330459,12443423,2011-08-26,103a
1879,"09/254,671",6330459,12443423,2011-02-04,103a
1880,"08/810,718",6041241,10829786,2011-03-31,103a
1881,"08/810,718",6041241,12841863,2012-07-05,103a
1882,"09/860,934",6396726,12069584,2011-04-07,102b
1883,"09/860,934",6396726,12718122,2013-01-23,103a
1884,"12/398,057",8060012,13263705,2013-05-09,103
1885,"09/107,890",6034971,11796166,2011-10-14,103a
1886,"09/107,890",6034971,11796166,2011-10-14,103a
1887,"09/107,890",6034971,13563572,2012-10-09,103a
1888,"10/158,439",7085542,13318803,2013-08-13,103a
1889,"10/158,439",7085542,13318803,2014-03-28,103a
1890,"10/158,439",7085542,13318803,2014-03-28,103a
1891,"09/358,884",6160449,11959923,2011-11-15,103a
1892,"09/358,884",6160449,11914747,2011-05-09,103a
1893,"09/353,583",7640571,12197505,2011-12-27,103a
1894,"09/353,583",7640571,12197505,2011-12-27,103a
1895,"09/353,583",7640571,12197505,2011-06-08,103a
1896,"09/353,583",7640571,12197505,2012-07-11,103a
1897,"09/353,583",7640571,12197505,2012-07-11,103a
1898,"12/127,273",8224303,12684227,2013-06-03,103a
1899,"12/127,273",8224303,12684227,2013-06-03,103a
1900,"12/127,273",8224303,12684227,2014-01-15,119a
1901,"12/127,273",8224303,12684227,2014-01-15,103a
1902,"12/127,273",8224303,12684227,2014-01-15,103a
1903,"12/127,273",8224303,12684227,2014-06-19,103a
1904,"12/127,273",8224303,12684227,2014-06-19,103a
1905,"09/946,109",7242784,11843061,2011-10-27,103a
1906,"09/143,887",6104808,11828804,2011-07-20,103a
1907,"09/143,887",6104808,11828804,2011-07-20,103a
1908,"09/143,887",6104808,11828804,2011-03-17,103a
1909,"09/054,010",6228516,12715630,2011-06-06,103
1910,"09/054,010",6228516,12131892,2011-06-29,103a
